Strain,Test,Marker,Call
CI_4395,hexMLST,CAMP0100,22
CI_4395,hexMLST,CAMP1357,1
CI_4395,hexMLST,CAMP0111,35
CI_4395,hexMLST,CAMP1529,24
CI_4395,hexMLST,CAMP0532,1
CI_4395,hexMLST,CAMP0633,36
CI_4395,hexMLST,CAMP0535,24
CI_4395,hexMLST,CAMP0905,1
CI_4395,hexMLST,CAMP1116,1
CI_4395,hexMLST,CAMP1262,36
CI_4395,hexMLST,CAMP1053,1
CI_4395,hexMLST,CAMP0059,1
CI_4395,hexMLST,CAMP1198,36
CI_4395,hexMLST,CAMP0399,1
CI_4395,hexMLST,CAMP0117,1
CI_4395,hexMLST,CAMP0502,32
CI_4395,hexMLST,CAMP0052,13
CI_4395,hexMLST,CAMP0501,41
CI_4395,hexMLST,CAMP1197,25
CI_4395,hexMLST,CAMP0504,1
CI_4395,hexMLST,CAMP0505,36
CI_4395,hexMLST,CAMP0918,1
CI_4395,hexMLST,CAMP0626,40
CI_4395,hexMLST,CAMP0857,27
CI_4395,hexMLST,CAMP1294,14
CI_4395,hexMLST,CAMP1104,27
CI_4395,hexMLST,CAMP0597,42
CI_4395,hexMLST,CAMP1100,39
CI_4395,hexMLST,CAMP1581,1
CI_4395,hexMLST,CAMP0455,1
CI_4395,hexMLST,CAMP1275,39
CI_4395,hexMLST,CAMP0355,1
CI_4395,hexMLST,CAMP1185,1
CI_4395,hexMLST,CAMP0041,1
CI_4395,hexMLST,CAMP1186,1
CI_4395,hexMLST,CAMP1372,14
CI_4395,hexMLST,CAMP0757,35
CI_4395,hexMLST,CAMP0755,1
CI_4395,hexMLST,CAMP1502,24
CI_4395,hexMLST,CAMP0969,1
CI_4395,hexMLST,CAMP1508,37
CI_4395,hexMLST,CAMP0614,1
CI_4395,hexMLST,CAMP0967,37
CI_4395,hexMLST,CAMP1503,1
CI_4395,hexMLST,CAMP0847,1
CI_2991,hexMLST,CAMP1074,
CI_2991,hexMLST,CAMP0367,
CI_2991,hexMLST,CAMP0768,47
CI_2991,hexMLST,CAMP1364,64
CI_2991,hexMLST,CAMP1571,
CI_2991,hexMLST,CAMP1578,
CI_2991,hexMLST,CAMP0972,
CI_2991,hexMLST,CAMP0471,
CI_2991,hexMLST,CAMP0374,
CI_2991,hexMLST,CAMP0273,166
CI_2991,hexMLST,CAMP1311,
CI_2991,hexMLST,CAMP1313,
CI_2991,hexMLST,CAMP0775,46
CI_2991,hexMLST,CAMP1322,
CI_2991,hexMLST,CAMP1319,32
CI_2991,hexMLST,CAMP1567,
CI_2991,hexMLST,CAMP1085,45
CI_2991,hexMLST,CAMP0572,101
CI_2991,hexMLST,CAMP0867,48
CI_2991,hexMLST,CAMP1568,
CI_2991,hexMLST,CAMP0881,
CI_2991,hexMLST,CAMP0015,
CI_2991,hexMLST,CAMP1301,
CI_2991,hexMLST,CAMP1158,
CI_2991,hexMLST,CAMP0950,127
CI_2991,hexMLST,CAMP1411,91
CI_2991,hexMLST,CAMP1416,78
CI_2991,hexMLST,CAMP0540,84
CI_2991,hexMLST,CAMP1022,
CI_2991,hexMLST,CAMP0319,48
CI_2991,hexMLST,CAMP0792,
CI_2991,hexMLST,CAMP0791,82
CI_2991,hexMLST,CAMP1541,117
CI_2991,hexMLST,CAMP0556,
CI_2991,hexMLST,CAMP0351,94
CI_2991,hexMLST,CAMP0496,
CI_2991,hexMLST,CAMP1384,
CI_2991,hexMLST,CAMP1280,
CI_2991,hexMLST,CAMP0565,180
CI_2991,hexMLST,CAMP0138,
CI_2991,hexMLST,CAMP1208,
CI_2991,hexMLST,CAMP1430,82
CI_2991,hexMLST,CAMP1432,49
CI_2991,hexMLST,CAMP1019,
CI_2991,hexMLST,CAMP1537,
CI_2991,hexMLST,CAMP0182,
CI_2991,hexMLST,CAMP0028,50
CI_2991,hexMLST,CAMP0024,198
CI_2991,hexMLST,CAMP1124,
CI_2991,hexMLST,CAMP0338,
CI_2991,hexMLST,CAMP1211,
CI_2991,hexMLST,CAMP1042,49
CI_2991,hexMLST,CAMP1048,53
CI_2991,hexMLST,CAMP0104,
CI_2991,hexMLST,CAMP1355,137
CI_2991,hexMLST,CAMP0100,100
CI_2991,hexMLST,CAMP1357,122
CI_2991,hexMLST,CAMP0111,
CI_2991,hexMLST,CAMP1529,
CI_2991,hexMLST,CAMP0532,
CI_2991,hexMLST,CAMP0633,
CI_2991,hexMLST,CAMP0535,25
CI_2991,hexMLST,CAMP0905,79
CI_2991,hexMLST,CAMP1116,
CI_2991,hexMLST,CAMP1262,
CI_2991,hexMLST,CAMP1053,
CI_2991,hexMLST,CAMP0059,
CI_2991,hexMLST,CAMP1198,66
CI_2991,hexMLST,CAMP0399,
CI_2991,hexMLST,CAMP0117,
CI_2991,hexMLST,CAMP0502,
CI_2991,hexMLST,CAMP0052,25
CI_2991,hexMLST,CAMP0501,
CI_2991,hexMLST,CAMP1197,45
CI_2991,hexMLST,CAMP0504,
CI_2991,hexMLST,CAMP0505,
CI_2991,hexMLST,CAMP0918,53
CI_2991,hexMLST,CAMP0626,199
CI_2991,hexMLST,CAMP0857,
CI_2991,hexMLST,CAMP1294,
CI_2991,hexMLST,CAMP1104,
CI_2991,hexMLST,CAMP0597,94
CI_2991,hexMLST,CAMP1100,
CI_2991,hexMLST,CAMP1581,43
CI_2991,hexMLST,CAMP0455,108
CI_2991,hexMLST,CAMP1275,165
CI_2991,hexMLST,CAMP0355,
CI_2991,hexMLST,CAMP1185,184
CI_2991,hexMLST,CAMP0041,29
CI_2991,hexMLST,CAMP1186,
CI_2991,hexMLST,CAMP1372,
CI_2991,hexMLST,CAMP0757,161
CI_2991,hexMLST,CAMP0755,42
CI_2991,hexMLST,CAMP1502,19
CI_2991,hexMLST,CAMP0969,110
CI_2991,hexMLST,CAMP1508,75
CI_2991,hexMLST,CAMP0614,
CI_2991,hexMLST,CAMP0967,48
CI_2991,hexMLST,CAMP1503,61
CI_2991,hexMLST,CAMP0847,47
CI_0532,hexMLST,CAMP1074,
CI_0532,hexMLST,CAMP0367,38
CI_0532,hexMLST,CAMP0768,
CI_0532,hexMLST,CAMP1364,
CI_0532,hexMLST,CAMP1571,
CI_0532,hexMLST,CAMP1578,22
CI_0532,hexMLST,CAMP0972,
CI_0532,hexMLST,CAMP0471,
CI_0532,hexMLST,CAMP0374,
CI_0532,hexMLST,CAMP0273,
CI_0532,hexMLST,CAMP1311,
CI_0532,hexMLST,CAMP1313,
CI_0532,hexMLST,CAMP0775,
CI_0532,hexMLST,CAMP1322,
CI_0532,hexMLST,CAMP1319,50
CI_0532,hexMLST,CAMP1567,
CI_0532,hexMLST,CAMP1085,
CI_0532,hexMLST,CAMP0572,101
CI_0532,hexMLST,CAMP0867,
CI_0532,hexMLST,CAMP1568,81
CI_0532,hexMLST,CAMP0881,
CI_0532,hexMLST,CAMP0015,
CI_0532,hexMLST,CAMP1301,
CI_0532,hexMLST,CAMP1158,
CI_0532,hexMLST,CAMP0950,
CI_0532,hexMLST,CAMP1411,13
CI_0532,hexMLST,CAMP1416,99
CI_0532,hexMLST,CAMP0540,
CI_0532,hexMLST,CAMP1022,
CI_0532,hexMLST,CAMP0319,
CI_0532,hexMLST,CAMP0792,
CI_0532,hexMLST,CAMP0791,
CI_0532,hexMLST,CAMP1541,
CI_0532,hexMLST,CAMP0556,
CI_0532,hexMLST,CAMP0351,
CI_0532,hexMLST,CAMP0496,75
CI_0532,hexMLST,CAMP1384,
CI_0532,hexMLST,CAMP1280,26
CI_0532,hexMLST,CAMP0565,
CI_0532,hexMLST,CAMP0138,
CI_0532,hexMLST,CAMP1208,
CI_0532,hexMLST,CAMP1430,
CI_0532,hexMLST,CAMP1432,76
CI_0532,hexMLST,CAMP1019,
CI_0532,hexMLST,CAMP1537,79
CI_0532,hexMLST,CAMP0182,
CI_0532,hexMLST,CAMP0028,
CI_0532,hexMLST,CAMP0024,
CI_0532,hexMLST,CAMP1124,
CI_0532,hexMLST,CAMP0338,
CI_0532,hexMLST,CAMP1211,
CI_0532,hexMLST,CAMP1042,
CI_0532,hexMLST,CAMP1048,
CI_0532,hexMLST,CAMP0104,52
CI_0532,hexMLST,CAMP1355,
CI_0532,hexMLST,CAMP0100,
CI_0532,hexMLST,CAMP1357,62
CI_0532,hexMLST,CAMP0111,
CI_0532,hexMLST,CAMP1529,
CI_0532,hexMLST,CAMP0532,
CI_0532,hexMLST,CAMP0633,
CI_0532,hexMLST,CAMP0535,25
CI_0532,hexMLST,CAMP0905,
CI_0532,hexMLST,CAMP1116,47
CI_0532,hexMLST,CAMP1262,92
CI_0532,hexMLST,CAMP1053,
CI_0532,hexMLST,CAMP0059,
CI_0532,hexMLST,CAMP1198,
CI_0532,hexMLST,CAMP0399,
CI_0532,hexMLST,CAMP0117,
CI_0532,hexMLST,CAMP0502,
CI_0532,hexMLST,CAMP0052,48
CI_0532,hexMLST,CAMP0501,
CI_0532,hexMLST,CAMP1197,
CI_0532,hexMLST,CAMP0504,
CI_0532,hexMLST,CAMP0505,
CI_0532,hexMLST,CAMP0918,
CI_0532,hexMLST,CAMP0626,
CI_0532,hexMLST,CAMP0857,
CI_0532,hexMLST,CAMP1294,
CI_0532,hexMLST,CAMP1104,63
CI_0532,hexMLST,CAMP0597,
CI_0532,hexMLST,CAMP1100,
CI_0532,hexMLST,CAMP1581,43
CI_0532,hexMLST,CAMP0455,
CI_0532,hexMLST,CAMP1275,
CI_0532,hexMLST,CAMP0355,
CI_0532,hexMLST,CAMP1185,88
CI_0532,hexMLST,CAMP0041,29
CI_0532,hexMLST,CAMP1186,
CI_0532,hexMLST,CAMP1372,53
CI_0532,hexMLST,CAMP0757,
CI_0532,hexMLST,CAMP0755,64
CI_0532,hexMLST,CAMP1502,
CI_0532,hexMLST,CAMP0969,
CI_0532,hexMLST,CAMP1508,
CI_0532,hexMLST,CAMP0614,
CI_0532,hexMLST,CAMP0967,
CI_0532,hexMLST,CAMP1503,
CI_0532,hexMLST,CAMP0847,49
07_4428,hexMLST,CAMP1074,22
07_4428,hexMLST,CAMP0367,1
07_4428,hexMLST,CAMP0768,1
07_4428,hexMLST,CAMP1364,1
07_4428,hexMLST,CAMP1571,1
07_4428,hexMLST,CAMP1578,1
07_4428,hexMLST,CAMP0972,1
07_4428,hexMLST,CAMP0471,
07_4428,hexMLST,CAMP0374,1
07_4428,hexMLST,CAMP0273,1
07_4428,hexMLST,CAMP1311,1
07_4428,hexMLST,CAMP1313,7
07_4428,hexMLST,CAMP0775,24
07_4428,hexMLST,CAMP1322,1
07_4428,hexMLST,CAMP1319,1
07_4428,hexMLST,CAMP1567,1
07_4428,hexMLST,CAMP1085,25
07_4428,hexMLST,CAMP0572,1
07_4428,hexMLST,CAMP0867,1
07_4428,hexMLST,CAMP1568,1
07_4428,hexMLST,CAMP0881,1
07_4428,hexMLST,CAMP0015,39
07_4428,hexMLST,CAMP1301,1
07_4428,hexMLST,CAMP1158,1
07_4428,hexMLST,CAMP0950,19
07_4428,hexMLST,CAMP1411,1
07_4428,hexMLST,CAMP1416,1
07_4428,hexMLST,CAMP0540,25
07_4428,hexMLST,CAMP1022,11
07_4428,hexMLST,CAMP0319,21
07_4428,hexMLST,CAMP0792,23
07_4428,hexMLST,CAMP0791,13
07_4428,hexMLST,CAMP1541,1
07_4428,hexMLST,CAMP0556,1
07_4428,hexMLST,CAMP0351,1
07_4428,hexMLST,CAMP0496,27
07_4428,hexMLST,CAMP1384,1
07_4428,hexMLST,CAMP1280,1
07_4428,hexMLST,CAMP0565,1
07_4428,hexMLST,CAMP0138,1
07_4428,hexMLST,CAMP1208,1
07_4428,hexMLST,CAMP1430,1
07_4428,hexMLST,CAMP1432,1
07_4428,hexMLST,CAMP1019,1
07_4428,hexMLST,CAMP1537,1
07_4428,hexMLST,CAMP0182,27
07_4428,hexMLST,CAMP0028,2
07_4428,hexMLST,CAMP0024,1
07_4428,hexMLST,CAMP1124,1
07_4428,hexMLST,CAMP0338,1
07_4428,hexMLST,CAMP1211,1
07_4428,hexMLST,CAMP1042,1
07_4428,hexMLST,CAMP1048,1
07_4428,hexMLST,CAMP0104,1
07_4428,hexMLST,CAMP1355,1
07_4428,hexMLST,CAMP0100,1
07_4428,hexMLST,CAMP1357,1
07_4428,hexMLST,CAMP0111,1
07_4428,hexMLST,CAMP1529,24
07_4428,hexMLST,CAMP0532,1
07_4428,hexMLST,CAMP0633,28
07_4428,hexMLST,CAMP0535,24
07_4428,hexMLST,CAMP0905,1
07_4428,hexMLST,CAMP1116,1
07_4428,hexMLST,CAMP1262,36
07_4428,hexMLST,CAMP1053,1
07_4428,hexMLST,CAMP0059,1
07_4428,hexMLST,CAMP1198,36
07_4428,hexMLST,CAMP0399,1
07_4428,hexMLST,CAMP0117,1
07_4428,hexMLST,CAMP0502,32
07_4428,hexMLST,CAMP0052,13
07_4428,hexMLST,CAMP0501,41
07_4428,hexMLST,CAMP1197,25
07_4428,hexMLST,CAMP0504,
07_4428,hexMLST,CAMP0505,36
07_4428,hexMLST,CAMP0918,1
07_4428,hexMLST,CAMP0626,40
07_4428,hexMLST,CAMP0857,27
07_4428,hexMLST,CAMP1294,1
07_4428,hexMLST,CAMP1104,5
07_4428,hexMLST,CAMP0597,42
07_4428,hexMLST,CAMP1100,36
07_4428,hexMLST,CAMP1581,1
07_4428,hexMLST,CAMP0455,1
07_4428,hexMLST,CAMP1275,
07_4428,hexMLST,CAMP0355,1
07_4428,hexMLST,CAMP1185,1
07_4428,hexMLST,CAMP0041,1
07_4428,hexMLST,CAMP1186,1
07_4428,hexMLST,CAMP1372,1
07_4428,hexMLST,CAMP0757,14
07_4428,hexMLST,CAMP0755,1
07_4428,hexMLST,CAMP1502,24
07_4428,hexMLST,CAMP0969,1
07_4428,hexMLST,CAMP1508,
07_4428,hexMLST,CAMP0614,1
07_4428,hexMLST,CAMP0967,
07_4428,hexMLST,CAMP1503,1
07_4428,hexMLST,CAMP0847,1
08_6877,hexMLST,CAMP1074,2
08_6877,hexMLST,CAMP0367,4
08_6877,hexMLST,CAMP0768,5
08_6877,hexMLST,CAMP1364,5
08_6877,hexMLST,CAMP1571,5
08_6877,hexMLST,CAMP1578,5
08_6877,hexMLST,CAMP0972,4
08_6877,hexMLST,CAMP0471,
08_6877,hexMLST,CAMP0374,5
08_6877,hexMLST,CAMP0273,1
08_6877,hexMLST,CAMP1311,4
08_6877,hexMLST,CAMP1313,3
08_6877,hexMLST,CAMP0775,5
08_6877,hexMLST,CAMP1322,4
08_6877,hexMLST,CAMP1319,5
08_6877,hexMLST,CAMP1567,5
08_6877,hexMLST,CAMP1085,4
08_6877,hexMLST,CAMP0572,5
08_6877,hexMLST,CAMP0867,5
08_6877,hexMLST,CAMP1568,5
08_6877,hexMLST,CAMP0881,4
08_6877,hexMLST,CAMP0015,2
08_6877,hexMLST,CAMP1301,5
08_6877,hexMLST,CAMP1158,5
08_6877,hexMLST,CAMP0950,2
08_6877,hexMLST,CAMP1411,5
08_6877,hexMLST,CAMP1416,5
08_6877,hexMLST,CAMP0540,5
08_6877,hexMLST,CAMP1022,
08_6877,hexMLST,CAMP0319,5
08_6877,hexMLST,CAMP0792,4
08_6877,hexMLST,CAMP0791,5
08_6877,hexMLST,CAMP1541,5
08_6877,hexMLST,CAMP0556,5
08_6877,hexMLST,CAMP0351,5
08_6877,hexMLST,CAMP0496,5
08_6877,hexMLST,CAMP1384,5
08_6877,hexMLST,CAMP1280,5
08_6877,hexMLST,CAMP0565,2
08_6877,hexMLST,CAMP0138,30
08_6877,hexMLST,CAMP1208,4
08_6877,hexMLST,CAMP1430,5
08_6877,hexMLST,CAMP1432,4
08_6877,hexMLST,CAMP1019,3
08_6877,hexMLST,CAMP1537,5
08_6877,hexMLST,CAMP0182,2
08_6877,hexMLST,CAMP0028,2
08_6877,hexMLST,CAMP0024,2
08_6877,hexMLST,CAMP1124,5
08_6877,hexMLST,CAMP0338,5
08_6877,hexMLST,CAMP1211,5
08_6877,hexMLST,CAMP1042,5
08_6877,hexMLST,CAMP1048,4
08_6877,hexMLST,CAMP0104,2
08_6877,hexMLST,CAMP1355,2
08_6877,hexMLST,CAMP0100,2
08_6877,hexMLST,CAMP1357,4
08_6877,hexMLST,CAMP0111,2
08_6877,hexMLST,CAMP1529,5
08_6877,hexMLST,CAMP0532,5
08_6877,hexMLST,CAMP0633,5
08_6877,hexMLST,CAMP0535,5
08_6877,hexMLST,CAMP0905,5
08_6877,hexMLST,CAMP1116,5
08_6877,hexMLST,CAMP1262,5
08_6877,hexMLST,CAMP1053,5
08_6877,hexMLST,CAMP0059,2
08_6877,hexMLST,CAMP1198,5
08_6877,hexMLST,CAMP0399,5
08_6877,hexMLST,CAMP0117,2
08_6877,hexMLST,CAMP0502,5
08_6877,hexMLST,CAMP0052,2
08_6877,hexMLST,CAMP0501,
08_6877,hexMLST,CAMP1197,3
08_6877,hexMLST,CAMP0504,5
08_6877,hexMLST,CAMP0505,5
08_6877,hexMLST,CAMP0918,5
08_6877,hexMLST,CAMP0626,5
08_6877,hexMLST,CAMP0857,5
08_6877,hexMLST,CAMP1294,5
08_6877,hexMLST,CAMP1104,3
08_6877,hexMLST,CAMP0597,5
08_6877,hexMLST,CAMP1100,5
08_6877,hexMLST,CAMP1581,5
08_6877,hexMLST,CAMP0455,5
08_6877,hexMLST,CAMP1275,3
08_6877,hexMLST,CAMP0355,4
08_6877,hexMLST,CAMP1185,5
08_6877,hexMLST,CAMP0041,2
08_6877,hexMLST,CAMP1186,5
08_6877,hexMLST,CAMP1372,5
08_6877,hexMLST,CAMP0757,5
08_6877,hexMLST,CAMP0755,5
08_6877,hexMLST,CAMP1502,5
08_6877,hexMLST,CAMP0969,5
08_6877,hexMLST,CAMP1508,5
08_6877,hexMLST,CAMP0614,5
08_6877,hexMLST,CAMP0967,5
08_6877,hexMLST,CAMP1503,4
08_6877,hexMLST,CAMP0847,4
CI_2995,hexMLST,CAMP1074,
CI_2995,hexMLST,CAMP0367,
CI_2995,hexMLST,CAMP0768,47
CI_2995,hexMLST,CAMP1364,
CI_2995,hexMLST,CAMP1571,
CI_2995,hexMLST,CAMP1578,
CI_2995,hexMLST,CAMP0972,
CI_2995,hexMLST,CAMP0471,87
CI_2995,hexMLST,CAMP0374,
CI_2995,hexMLST,CAMP0273,166
CI_2995,hexMLST,CAMP1311,
CI_2995,hexMLST,CAMP1313,
CI_2995,hexMLST,CAMP0775,46
CI_2995,hexMLST,CAMP1322,
CI_2995,hexMLST,CAMP1319,32
CI_2995,hexMLST,CAMP1567,
CI_2995,hexMLST,CAMP1085,45
CI_2995,hexMLST,CAMP0572,61
CI_2995,hexMLST,CAMP0867,48
CI_2995,hexMLST,CAMP1568,
CI_2995,hexMLST,CAMP0881,65
CI_2995,hexMLST,CAMP0015,
CI_2995,hexMLST,CAMP1301,
CI_2995,hexMLST,CAMP1158,
CI_2995,hexMLST,CAMP0950,127
CI_2995,hexMLST,CAMP1411,
CI_2995,hexMLST,CAMP1416,78
CI_2995,hexMLST,CAMP0540,84
CI_2995,hexMLST,CAMP1022,
CI_2995,hexMLST,CAMP0319,48
CI_2995,hexMLST,CAMP0792,
CI_2995,hexMLST,CAMP0791,82
CI_2995,hexMLST,CAMP1541,117
CI_2995,hexMLST,CAMP0556,
CI_2995,hexMLST,CAMP0351,94
CI_2995,hexMLST,CAMP0496,75
CI_2995,hexMLST,CAMP1384,
CI_2995,hexMLST,CAMP1280,
CI_2995,hexMLST,CAMP0565,180
CI_2995,hexMLST,CAMP0138,
CI_2995,hexMLST,CAMP1208,
CI_2995,hexMLST,CAMP1430,82
CI_2995,hexMLST,CAMP1432,
CI_2995,hexMLST,CAMP1019,
CI_2995,hexMLST,CAMP1537,52
CI_2995,hexMLST,CAMP0182,
CI_2995,hexMLST,CAMP0028,
CI_2995,hexMLST,CAMP0024,198
CI_2995,hexMLST,CAMP1124,
CI_2995,hexMLST,CAMP0338,
CI_2995,hexMLST,CAMP1211,
CI_2995,hexMLST,CAMP1042,49
CI_2995,hexMLST,CAMP1048,53
CI_2995,hexMLST,CAMP0104,
CI_2995,hexMLST,CAMP1355,
CI_2995,hexMLST,CAMP0100,100
CI_2995,hexMLST,CAMP1357,
CI_2995,hexMLST,CAMP0111,
CI_2995,hexMLST,CAMP1529,103
CI_2995,hexMLST,CAMP0532,
CI_2995,hexMLST,CAMP0633,
CI_2995,hexMLST,CAMP0535,25
CI_2995,hexMLST,CAMP0905,79
CI_2995,hexMLST,CAMP1116,
CI_2995,hexMLST,CAMP1262,28
CI_2995,hexMLST,CAMP1053,72
CI_2995,hexMLST,CAMP0059,
CI_2995,hexMLST,CAMP1198,66
CI_2995,hexMLST,CAMP0399,
CI_2995,hexMLST,CAMP0117,
CI_2995,hexMLST,CAMP0502,
CI_2995,hexMLST,CAMP0052,25
CI_2995,hexMLST,CAMP0501,103
CI_2995,hexMLST,CAMP1197,45
CI_2995,hexMLST,CAMP0504,55
CI_2995,hexMLST,CAMP0505,64
CI_2995,hexMLST,CAMP0918,85
CI_2995,hexMLST,CAMP0626,
CI_2995,hexMLST,CAMP0857,
CI_2995,hexMLST,CAMP1294,
CI_2995,hexMLST,CAMP1104,39
CI_2995,hexMLST,CAMP0597,
CI_2995,hexMLST,CAMP1100,
CI_2995,hexMLST,CAMP1581,43
CI_2995,hexMLST,CAMP0455,108
CI_2995,hexMLST,CAMP1275,165
CI_2995,hexMLST,CAMP0355,
CI_2995,hexMLST,CAMP1185,184
CI_2995,hexMLST,CAMP0041,29
CI_2995,hexMLST,CAMP1186,
CI_2995,hexMLST,CAMP1372,
CI_2995,hexMLST,CAMP0757,161
CI_2995,hexMLST,CAMP0755,42
CI_2995,hexMLST,CAMP1502,45
CI_2995,hexMLST,CAMP0969,110
CI_2995,hexMLST,CAMP1508,75
CI_2995,hexMLST,CAMP0614,
CI_2995,hexMLST,CAMP0967,48
CI_2995,hexMLST,CAMP1503,41
CI_2995,hexMLST,CAMP0847,
CE2_R2_11_2018,hexMLST,CAMP1074,18
CE2_R2_11_2018,hexMLST,CAMP0367,22
CE2_R2_11_2018,hexMLST,CAMP0768,14
CE2_R2_11_2018,hexMLST,CAMP1364,32
CE2_R2_11_2018,hexMLST,CAMP1571,1
CE2_R2_11_2018,hexMLST,CAMP1578,27
CE2_R2_11_2018,hexMLST,CAMP0972,25
CE2_R2_11_2018,hexMLST,CAMP0471,30
CE2_R2_11_2018,hexMLST,CAMP0374,74
CE2_R2_11_2018,hexMLST,CAMP0273,79
CE2_R2_11_2018,hexMLST,CAMP1311,17
CE2_R2_11_2018,hexMLST,CAMP1313,16
CE2_R2_11_2018,hexMLST,CAMP0775,32
CE2_R2_11_2018,hexMLST,CAMP1322,41
CE2_R2_11_2018,hexMLST,CAMP1319,5
CE2_R2_11_2018,hexMLST,CAMP1567,69
CE2_R2_11_2018,hexMLST,CAMP1085,25
CE2_R2_11_2018,hexMLST,CAMP0572,25
CE2_R2_11_2018,hexMLST,CAMP0867,1
CE2_R2_11_2018,hexMLST,CAMP1568,1
CE2_R2_11_2018,hexMLST,CAMP0881,32
CE2_R2_11_2018,hexMLST,CAMP0015,1
CE2_R2_11_2018,hexMLST,CAMP1301,30
CE2_R2_11_2018,hexMLST,CAMP1158,34
CE2_R2_11_2018,hexMLST,CAMP0950,52
CE2_R2_11_2018,hexMLST,CAMP1411,1
CE2_R2_11_2018,hexMLST,CAMP1416,13
CE2_R2_11_2018,hexMLST,CAMP0540,34
CE2_R2_11_2018,hexMLST,CAMP1022,
CE2_R2_11_2018,hexMLST,CAMP0319,18
CE2_R2_11_2018,hexMLST,CAMP0792,68
CE2_R2_11_2018,hexMLST,CAMP0791,13
CE2_R2_11_2018,hexMLST,CAMP1541,30
CE2_R2_11_2018,hexMLST,CAMP0556,1
CE2_R2_11_2018,hexMLST,CAMP0351,66
CE2_R2_11_2018,hexMLST,CAMP0496,27
CE2_R2_11_2018,hexMLST,CAMP1384,31
CE2_R2_11_2018,hexMLST,CAMP1280,31
CE2_R2_11_2018,hexMLST,CAMP0565,27
CE2_R2_11_2018,hexMLST,CAMP0138,61
CE2_R2_11_2018,hexMLST,CAMP1208,25
CE2_R2_11_2018,hexMLST,CAMP1430,28
CE2_R2_11_2018,hexMLST,CAMP1432,27
CE2_R2_11_2018,hexMLST,CAMP1019,31
CE2_R2_11_2018,hexMLST,CAMP1537,31
CE2_R2_11_2018,hexMLST,CAMP0182,34
CE2_R2_11_2018,hexMLST,CAMP0028,24
CE2_R2_11_2018,hexMLST,CAMP0024,24
CE2_R2_11_2018,hexMLST,CAMP1124,30
CE2_R2_11_2018,hexMLST,CAMP0338,33
CE2_R2_11_2018,hexMLST,CAMP1211,34
CE2_R2_11_2018,hexMLST,CAMP1042,1
CE2_R2_11_2018,hexMLST,CAMP1048,25
CE2_R2_11_2018,hexMLST,CAMP0104,1
CE2_R2_11_2018,hexMLST,CAMP1355,24
CE2_R2_11_2018,hexMLST,CAMP0100,62
CE2_R2_11_2018,hexMLST,CAMP1357,30
CE2_R2_11_2018,hexMLST,CAMP0111,1
CE2_R2_11_2018,hexMLST,CAMP1529,24
CE2_R2_11_2018,hexMLST,CAMP0532,32
CE2_R2_11_2018,hexMLST,CAMP0633,28
CE2_R2_11_2018,hexMLST,CAMP0535,30
CE2_R2_11_2018,hexMLST,CAMP0905,26
CE2_R2_11_2018,hexMLST,CAMP1116,54
CE2_R2_11_2018,hexMLST,CAMP1262,30
CE2_R2_11_2018,hexMLST,CAMP1053,32
CE2_R2_11_2018,hexMLST,CAMP0059,1
CE2_R2_11_2018,hexMLST,CAMP1198,75
CE2_R2_11_2018,hexMLST,CAMP0399,28
CE2_R2_11_2018,hexMLST,CAMP0117,1
CE2_R2_11_2018,hexMLST,CAMP0502,32
CE2_R2_11_2018,hexMLST,CAMP0052,1
CE2_R2_11_2018,hexMLST,CAMP0501,36
CE2_R2_11_2018,hexMLST,CAMP1197,1
CE2_R2_11_2018,hexMLST,CAMP0504,1
CE2_R2_11_2018,hexMLST,CAMP0505,31
CE2_R2_11_2018,hexMLST,CAMP0918,27
CE2_R2_11_2018,hexMLST,CAMP0626,35
CE2_R2_11_2018,hexMLST,CAMP0857,32
CE2_R2_11_2018,hexMLST,CAMP1294,24
CE2_R2_11_2018,hexMLST,CAMP1104,28
CE2_R2_11_2018,hexMLST,CAMP0597,1
CE2_R2_11_2018,hexMLST,CAMP1100,45
CE2_R2_11_2018,hexMLST,CAMP1581,1
CE2_R2_11_2018,hexMLST,CAMP0455,32
CE2_R2_11_2018,hexMLST,CAMP1275,26
CE2_R2_11_2018,hexMLST,CAMP0355,1
CE2_R2_11_2018,hexMLST,CAMP1185,35
CE2_R2_11_2018,hexMLST,CAMP0041,2
CE2_R2_11_2018,hexMLST,CAMP1186,29
CE2_R2_11_2018,hexMLST,CAMP1372,32
CE2_R2_11_2018,hexMLST,CAMP0757,34
CE2_R2_11_2018,hexMLST,CAMP0755,28
CE2_R2_11_2018,hexMLST,CAMP1502,17
CE2_R2_11_2018,hexMLST,CAMP0969,38
CE2_R2_11_2018,hexMLST,CAMP1508,29
CE2_R2_11_2018,hexMLST,CAMP0614,31
CE2_R2_11_2018,hexMLST,CAMP0967,33
CE2_R2_11_2018,hexMLST,CAMP1503,50
CE2_R2_11_2018,hexMLST,CAMP0847,24
CGY_HR_058,hexMLST,CAMP1074,3
CGY_HR_058,hexMLST,CAMP0367,13
CGY_HR_058,hexMLST,CAMP0768,14
CGY_HR_058,hexMLST,CAMP1364,14
CGY_HR_058,hexMLST,CAMP1571,14
CGY_HR_058,hexMLST,CAMP1578,14
CGY_HR_058,hexMLST,CAMP0972,13
CGY_HR_058,hexMLST,CAMP0471,13
CGY_HR_058,hexMLST,CAMP0374,14
