Strain	Test	Marker	Call
OXC5643	MLST	uncA	6
OXC5643	MLST	gltA	4
OXC5640	MLST	aspA	2
OXC5640	MLST	glnA	4
OXC5640	MLST	pgm	7
OXC5640	MLST	tkt	1
OXC5640	MLST	glyA	2
OXC5640	MLST	uncA	5
OXC5640	MLST	gltA	1
OXC5641	MLST	aspA	9
OXC5641	MLST	glnA	2
OXC5641	MLST	pgm	4
OXC5641	MLST	tkt	5
OXC5641	MLST	glyA	62
OXC5641	MLST	uncA	12
OXC5641	MLST	gltA	4
OXC5648	MLST	aspA	62
OXC5648	MLST	glnA	4
OXC5648	MLST	pgm	2
OXC5648	MLST	tkt	1
OXC5648	MLST	glyA	2
OXC5648	MLST	uncA	5
OXC5648	MLST	gltA	5
OXC5649	MLST	aspA	2
OXC5649	MLST	glnA	1
OXC5649	MLST	pgm	2
OXC5649	MLST	tkt	1
OXC5649	MLST	glyA	3
OXC5649	MLST	uncA	5
OXC5649	MLST	gltA	1
OXC4744	MLST	aspA	8
OXC4744	MLST	glnA	1
OXC4744	MLST	pgm	2
OXC4744	MLST	tkt	1
OXC4744	MLST	glyA	3
OXC4744	MLST	uncA	12
OXC4744	MLST	gltA	6
OXC4745	MLST	aspA	2
OXC4745	MLST	glnA	21
OXC4745	MLST	pgm	2
OXC4745	MLST	tkt	1
OXC4745	MLST	glyA	3
OXC4745	MLST	uncA	5
OXC4745	MLST	gltA	1
OXC4746	MLST	aspA	7
OXC4746	MLST	glnA	21
OXC4746	MLST	pgm	4
OXC4746	MLST	tkt	61
OXC4746	MLST	glyA	62
OXC4746	MLST	uncA	44
OXC4746	MLST	gltA	5
OXC4747	MLST	aspA	62
OXC4747	MLST	glnA	4
OXC4747	MLST	pgm	2
OXC4747	MLST	tkt	1
OXC4747	MLST	glyA	2
OXC4747	MLST	uncA	5
OXC4747	MLST	gltA	5
OXC4740	MLST	aspA	9
OXC4740	MLST	glnA	2
OXC4740	MLST	pgm	4
OXC4740	MLST	tkt	5
OXC4740	MLST	glyA	62
OXC4740	MLST	uncA	6
OXC4740	MLST	gltA	4
OXC4741	MLST	aspA	8
OXC4741	MLST	glnA	10
OXC4741	MLST	pgm	11
OXC4741	MLST	tkt	12
OXC4741	MLST	glyA	2
OXC4741	MLST	uncA	6
OXC4741	MLST	gltA	2
OXC4742	MLST	aspA	7
OXC4742	MLST	glnA	53
OXC4742	MLST	pgm	11
OXC4742	MLST	tkt	3
OXC4742	MLST	glyA	10
OXC4742	MLST	uncA	3
OXC4742	MLST	gltA	2
OXC4743	MLST	aspA	8
OXC4743	MLST	glnA	10
OXC4743	MLST	pgm	11
OXC4743	MLST	tkt	12
OXC4743	MLST	glyA	2
OXC4743	MLST	uncA	6
OXC4743	MLST	gltA	2
OXC6517	MLST	aspA	8
OXC6517	MLST	glnA	10
OXC6517	MLST	pgm	11
OXC6517	MLST	tkt	12
OXC6517	MLST	glyA	2
OXC6517	MLST	uncA	6
OXC6517	MLST	gltA	2
OXC6516	MLST	aspA	2
OXC6516	MLST	glnA	1
OXC6516	MLST	pgm	2
OXC6516	MLST	tkt	1
OXC6516	MLST	glyA	3
OXC6516	MLST	uncA	5
OXC6516	MLST	gltA	21
OXC6515	MLST	aspA	4
OXC6515	MLST	glnA	7
OXC6515	MLST	pgm	1
OXC6515	MLST	tkt	7
OXC6515	MLST	glyA	4
OXC6515	MLST	uncA	1
OXC6515	MLST	gltA	73
OXC6514	MLST	aspA	2
OXC6514	MLST	glnA	84
OXC6514	MLST	pgm	11
OXC6514	MLST	tkt	1
OXC6514	MLST	glyA	3
OXC6514	MLST	uncA	5
OXC6514	MLST	gltA	12
OXC4748	MLST	aspA	62
OXC4748	MLST	glnA	4
OXC4748	MLST	pgm	2
OXC4748	MLST	tkt	1
OXC4748	MLST	glyA	2
OXC4748	MLST	uncA	5
OXC4748	MLST	gltA	5
OXC4749	MLST	aspA	8
OXC4749	MLST	glnA	1
OXC4749	MLST	pgm	2
OXC4749	MLST	tkt	1
OXC4749	MLST	glyA	3
OXC4749	MLST	uncA	12
OXC4749	MLST	gltA	6
CI_3421	MLST	aspA	1
CI_3421	MLST	glnA	2
CI_3421	MLST	pgm	6
CI_3421	MLST	tkt	9
CI_3421	MLST	glyA	3
CI_3421	MLST	uncA	3
CI_3421	MLST	gltA	3
OXC6510	MLST	aspA	4
OXC6510	MLST	glnA	7
OXC6510	MLST	pgm	42
OXC6510	MLST	tkt	51
OXC6510	MLST	glyA	4
OXC6510	MLST	uncA	1
OXC6510	MLST	gltA	40
dfvf1912	MLST	aspA	128
dfvf1912	MLST	glnA	175
dfvf1912	MLST	pgm	245
dfvf1912	MLST	tkt	208
dfvf1912	MLST	glyA	197
dfvf1912	MLST	uncA	133
dfvf1912	MLST	gltA	152
CGY_HR_061	MLST	aspA	2
CGY_HR_061	MLST	glnA	21
CGY_HR_061	MLST	pgm	2
CGY_HR_061	MLST	tkt	1
CGY_HR_061	MLST	glyA	3
CGY_HR_061	MLST	uncA	5
CGY_HR_061	MLST	gltA	5
OXC6412	MLST	aspA	9
OXC6412	MLST	glnA	2
OXC6412	MLST	pgm	4
OXC6412	MLST	tkt	5
OXC6412	MLST	glyA	62
OXC6412	MLST	uncA	6
OXC6412	MLST	gltA	4
OXC6413	MLST	aspA	7
OXC6413	MLST	glnA	4
OXC6413	MLST	pgm	11
OXC6413	MLST	tkt	1
OXC6413	MLST	glyA	2
OXC6413	MLST	uncA	5
OXC6413	MLST	gltA	5
CI_3252	MLST	aspA	214
CI_3252	MLST	glnA	15
CI_3252	MLST	pgm	126
CI_3252	MLST	tkt	25
CI_3252	MLST	glyA	48
CI_3252	MLST	uncA	23
CI_3252	MLST	gltA	4
CE_M_10_4091	MLST	aspA	2
CE_M_10_4091	MLST	glnA	1
CE_M_10_4091	MLST	pgm	2
CE_M_10_4091	MLST	tkt	1
CE_M_10_4091	MLST	glyA	3
CE_M_10_4091	MLST	uncA	5
CE_M_10_4091	MLST	gltA	12
OXC4623	MLST	aspA	24
OXC4623	MLST	glnA	2
OXC4623	MLST	pgm	10
OXC4623	MLST	tkt	3
OXC4623	MLST	glyA	2
OXC4623	MLST	uncA	1
OXC4623	MLST	gltA	2
OXC5334	MLST	aspA	2
OXC5334	MLST	glnA	4
OXC5334	MLST	pgm	7
OXC5334	MLST	tkt	1
OXC5334	MLST	glyA	2
OXC5334	MLST	uncA	5
OXC5334	MLST	gltA	1
OXC6417	MLST	aspA	1
OXC6417	MLST	glnA	2
OXC6417	MLST	pgm	5
OXC6417	MLST	tkt	9
OXC6417	MLST	glyA	4
OXC6417	MLST	uncA	3
OXC6417	MLST	gltA	3
OXC5422	MLST	aspA	2
OXC5422	MLST	glnA	4
OXC5422	MLST	pgm	19
OXC5422	MLST	tkt	1
OXC5422	MLST	glyA	
OXC5422	MLST	uncA	5
OXC5422	MLST	gltA	1
OXC6414	MLST	aspA	1
OXC6414	MLST	glnA	3
OXC6414	MLST	pgm	3
OXC6414	MLST	tkt	3
OXC6414	MLST	glyA	4
OXC6414	MLST	uncA	3
OXC6414	MLST	gltA	6
OXC4620	MLST	aspA	9
OXC4620	MLST	glnA	2
OXC4620	MLST	pgm	4
OXC4620	MLST	tkt	5
OXC4620	MLST	glyA	62
OXC4620	MLST	uncA	6
OXC4620	MLST	gltA	4
OXC6578R	MLST	aspA	14
OXC6578R	MLST	glnA	45
OXC6578R	MLST	pgm	19
OXC6578R	MLST	tkt	3
OXC6578R	MLST	glyA	4
OXC6578R	MLST	uncA	6
OXC6578R	MLST	gltA	2
CI_2605	MLST	aspA	2
CI_2605	MLST	glnA	29
CI_2605	MLST	pgm	13
CI_2605	MLST	tkt	24
CI_2605	MLST	glyA	48
CI_2605	MLST	uncA	57
CI_2605	MLST	gltA	4
OXC6429	MLST	aspA	2
OXC6429	MLST	glnA	1
OXC6429	MLST	pgm	492
OXC6429	MLST	tkt	1
OXC6429	MLST	glyA	3
OXC6429	MLST	uncA	5
OXC6429	MLST	gltA	1
OXC6428	MLST	aspA	33
OXC6428	MLST	glnA	39
OXC6428	MLST	pgm	113
OXC6428	MLST	tkt	43
OXC6428	MLST	glyA	79
OXC6428	MLST	uncA	17
OXC6428	MLST	gltA	30
CAMSA311	MLST	aspA	2
CAMSA311	MLST	glnA	1
CAMSA311	MLST	pgm	2
CAMSA311	MLST	tkt	1
CAMSA311	MLST	glyA	3
CAMSA311	MLST	uncA	5
CAMSA311	MLST	gltA	1
OXC6423	MLST	aspA	24
OXC6423	MLST	glnA	2
OXC6423	MLST	pgm	10
OXC6423	MLST	tkt	3
OXC6423	MLST	glyA	2
OXC6423	MLST	uncA	1
OXC6423	MLST	gltA	2
OXC6422	MLST	aspA	62
OXC6422	MLST	glnA	4
OXC6422	MLST	pgm	2
OXC6422	MLST	tkt	1
OXC6422	MLST	glyA	2
OXC6422	MLST	uncA	5
OXC6422	MLST	gltA	5
OXC6421	MLST	aspA	2
OXC6421	MLST	glnA	4
OXC6421	MLST	pgm	7
OXC6421	MLST	tkt	1
OXC6421	MLST	glyA	2
OXC6421	MLST	uncA	5
OXC6421	MLST	gltA	1
OXC6420	MLST	aspA	2
OXC6420	MLST	glnA	1
OXC6420	MLST	pgm	2
OXC6420	MLST	tkt	1
OXC6420	MLST	glyA	3
OXC6420	MLST	uncA	5
OXC6420	MLST	gltA	1
OXC6427	MLST	aspA	24
OXC6427	MLST	glnA	21
OXC6427	MLST	pgm	2
OXC6427	MLST	tkt	59
OXC6427	MLST	glyA	2
OXC6427	MLST	uncA	6
OXC6427	MLST	gltA	2
OXC6426	MLST	aspA	32
OXC6426	MLST	glnA	66
OXC6426	MLST	pgm	104
OXC6426	MLST	tkt	43
OXC6426	MLST	glyA	82
OXC6426	MLST	uncA	17
OXC6426	MLST	gltA	66
OXC6425	MLST	aspA	33
OXC6425	MLST	glnA	110
OXC6425	MLST	pgm	113
OXC6425	MLST	tkt	47
OXC6425	MLST	glyA	116
OXC6425	MLST	uncA	17
OXC6425	MLST	gltA	30
OXC6424	MLST	aspA	33
OXC6424	MLST	glnA	39
OXC6424	MLST	pgm	113
OXC6424	MLST	tkt	47
OXC6424	MLST	glyA	82
OXC6424	MLST	uncA	17
OXC6424	MLST	gltA	30
CAMSA3943	MLST	aspA	2
CAMSA3943	MLST	glnA	1
CAMSA3943	MLST	pgm	2
CAMSA3943	MLST	tkt	1
CAMSA3943	MLST	glyA	3
CAMSA3943	MLST	uncA	5
CAMSA3943	MLST	gltA	1
OXC7312	MLST	aspA	2
OXC7312	MLST	glnA	1
OXC7312	MLST	pgm	2
OXC7312	MLST	tkt	3
OXC7312	MLST	glyA	3
OXC7312	MLST	uncA	5
OXC7312	MLST	gltA	5
OXC7313	MLST	aspA	24
OXC7313	MLST	glnA	2
OXC7313	MLST	pgm	10
OXC7313	MLST	tkt	3
OXC7313	MLST	glyA	2
OXC7313	MLST	uncA	3
OXC7313	MLST	gltA	2
OXC7310	MLST	aspA	2
OXC7310	MLST	glnA	21
OXC7310	MLST	pgm	60
OXC7310	MLST	tkt	1
OXC7310	MLST	glyA	37
OXC7310	MLST	uncA	5
OXC7310	MLST	gltA	5
OXC7311	MLST	aspA	250
OXC7311	MLST	glnA	22
OXC7311	MLST	pgm	134
OXC7311	MLST	tkt	
OXC7311	MLST	glyA	18
OXC7311	MLST	uncA	60
OXC7311	MLST	gltA	
CAMSA2147	MLST	aspA	2
CAMSA2147	MLST	glnA	1
CAMSA2147	MLST	pgm	2
CAMSA2147	MLST	tkt	1
CAMSA2147	MLST	glyA	3
CAMSA2147	MLST	uncA	5
CAMSA2147	MLST	gltA	1
OXC7314	MLST	aspA	24
OXC7314	MLST	glnA	2
OXC7314	MLST	pgm	10
OXC7314	MLST	tkt	3
OXC7314	MLST	glyA	2
OXC7314	MLST	uncA	3
OXC7314	MLST	gltA	2
OXC7315	MLST	aspA	4
OXC7315	MLST	glnA	7
OXC7315	MLST	pgm	1
OXC7315	MLST	tkt	7
OXC7315	MLST	glyA	4
OXC7315	MLST	uncA	1
OXC7315	MLST	gltA	10
OXC4629	MLST	aspA	2
OXC4629	MLST	glnA	4
OXC4629	MLST	pgm	7
OXC4629	MLST	tkt	1
OXC4629	MLST	glyA	2
OXC4629	MLST	uncA	5
OXC4629	MLST	gltA	1
OXC4628	MLST	aspA	2
OXC4628	MLST	glnA	1
OXC4628	MLST	pgm	2
OXC4628	MLST	tkt	1
OXC4628	MLST	glyA	3
OXC4628	MLST	uncA	5
OXC4628	MLST	gltA	12
OXC4595	MLST	aspA	1
OXC4595	MLST	glnA	4
OXC4595	MLST	pgm	6
OXC4595	MLST	tkt	3
OXC4595	MLST	glyA	2
OXC4595	MLST	uncA	17
OXC4595	MLST	gltA	2
OXC4596	MLST	aspA	8
OXC4596	MLST	glnA	10
OXC4596	MLST	pgm	11
OXC4596	MLST	tkt	12
OXC4596	MLST	glyA	2
OXC4596	MLST	uncA	6
OXC4596	MLST	gltA	2
OXC4590	MLST	aspA	2
OXC4590	MLST	glnA	1
OXC4590	MLST	pgm	2
OXC4590	MLST	tkt	1
OXC4590	MLST	glyA	3
OXC4590	MLST	uncA	5
OXC4590	MLST	gltA	12
OXC4593	MLST	aspA	9
OXC4593	MLST	glnA	2
OXC4593	MLST	pgm	4
OXC4593	MLST	tkt	5
OXC4593	MLST	glyA	62
OXC4593	MLST	uncA	6
OXC4593	MLST	gltA	4
OXC4592	MLST	aspA	2
OXC4592	MLST	glnA	1
OXC4592	MLST	pgm	2
OXC4592	MLST	tkt	1
OXC4592	MLST	glyA	3
OXC4592	MLST	uncA	5
OXC4592	MLST	gltA	21
CAMSA3897	MLST	aspA	2
CAMSA3897	MLST	glnA	1
CAMSA3897	MLST	pgm	2
CAMSA3897	MLST	tkt	1
CAMSA3897	MLST	glyA	3
CAMSA3897	MLST	uncA	5
CAMSA3897	MLST	gltA	1
OXC4599	MLST	aspA	24
OXC4599	MLST	glnA	2
OXC4599	MLST	pgm	10
OXC4599	MLST	tkt	3
OXC4599	MLST	glyA	2
OXC4599	MLST	uncA	1
OXC4599	MLST	gltA	2
OXC4598	MLST	aspA	8
OXC4598	MLST	glnA	10
OXC4598	MLST	pgm	11
OXC4598	MLST	tkt	12
OXC4598	MLST	glyA	210
OXC4598	MLST	uncA	6
OXC4598	MLST	gltA	2
OXC6737	MLST	aspA	9
OXC6737	MLST	glnA	25
OXC6737	MLST	pgm	22
OXC6737	MLST	tkt	3
OXC6737	MLST	glyA	10
OXC6737	MLST	uncA	6
OXC6737	MLST	gltA	2
OXC6736	MLST	aspA	9
OXC6736	MLST	glnA	2
OXC6736	MLST	pgm	4
OXC6736	MLST	tkt	5
OXC6736	MLST	glyA	62
OXC6736	MLST	uncA	6
OXC6736	MLST	gltA	4
OXC6735	MLST	aspA	33
OXC6735	MLST	glnA	39
OXC6735	MLST	pgm	104
OXC6735	MLST	tkt	44
OXC6735	MLST	glyA	82
OXC6735	MLST	uncA	17
OXC6735	MLST	gltA	30
OXC6734	MLST	aspA	2
OXC6734	MLST	glnA	1
OXC6734	MLST	pgm	2
OXC6734	MLST	tkt	1
OXC6734	MLST	glyA	3
OXC6734	MLST	uncA	5
OXC6734	MLST	gltA	1
CI_3643	MLST	aspA	4
CI_3643	MLST	glnA	7
CI_3643	MLST	pgm	1
CI_3643	MLST	tkt	7
CI_3643	MLST	glyA	4
CI_3643	MLST	uncA	1
CI_3643	MLST	gltA	10
OXC6732	MLST	aspA	24
OXC6732	MLST	glnA	2
OXC6732	MLST	pgm	17
OXC6732	MLST	tkt	3
OXC6732	MLST	glyA	2
OXC6732	MLST	uncA	1
OXC6732	MLST	gltA	2
OXC6731	MLST	aspA	2
OXC6731	MLST	glnA	1
OXC6731	MLST	pgm	2
OXC6731	MLST	tkt	1
OXC6731	MLST	glyA	3
OXC6731	MLST	uncA	5
OXC6731	MLST	gltA	1
OXC6730	MLST	aspA	2
OXC6730	MLST	glnA	1
OXC6730	MLST	pgm	2
OXC6730	MLST	tkt	1
OXC6730	MLST	glyA	3
OXC6730	MLST	uncA	5
OXC6730	MLST	gltA	1
CI_4360	MLST	aspA	2
CI_4360	MLST	glnA	1
CI_4360	MLST	pgm	2
CI_4360	MLST	tkt	1
CI_4360	MLST	glyA	3
CI_4360	MLST	uncA	3
CI_4360	MLST	gltA	2
CI_0334	MLST	aspA	1
CI_0334	MLST	glnA	4
CI_0334	MLST	pgm	6
CI_0334	MLST	tkt	3
CI_0334	MLST	glyA	2
CI_0334	MLST	uncA	17
CI_0334	MLST	gltA	2
OXC123	MLST	aspA	2
OXC123	MLST	glnA	1
OXC123	MLST	pgm	2
OXC123	MLST	tkt	1
OXC123	MLST	glyA	3
OXC123	MLST	uncA	3
OXC123	MLST	gltA	1
OXC7006	MLST	aspA	2
OXC7006	MLST	glnA	21
OXC7006	MLST	pgm	2
OXC7006	MLST	tkt	1
OXC7006	MLST	glyA	37
OXC7006	MLST	uncA	5
OXC7006	MLST	gltA	5
OXC7007	MLST	aspA	2
OXC7007	MLST	glnA	75
OXC7007	MLST	pgm	141
OXC7007	MLST	tkt	34
OXC7007	MLST	glyA	48
OXC7007	MLST	uncA	1
OXC7007	MLST	gltA	4
CE2_R_11_3021	MLST	aspA	2
CE2_R_11_3021	MLST	glnA	1
CE2_R_11_3021	MLST	pgm	2
CE2_R_11_3021	MLST	tkt	1
CE2_R_11_3021	MLST	glyA	3
CE2_R_11_3021	MLST	uncA	6
CE2_R_11_3021	MLST	gltA	1
OXC7005	MLST	aspA	2
OXC7005	MLST	glnA	4
OXC7005	MLST	pgm	7
OXC7005	MLST	tkt	1
OXC7005	MLST	glyA	2
OXC7005	MLST	uncA	5
OXC7005	MLST	gltA	1
OXC7002	MLST	aspA	2
OXC7002	MLST	glnA	1
OXC7002	MLST	pgm	2
OXC7002	MLST	tkt	1
OXC7002	MLST	glyA	3
OXC7002	MLST	uncA	5
OXC7002	MLST	gltA	1
OXC7003	MLST	aspA	7
OXC7003	MLST	glnA	17
OXC7003	MLST	pgm	23
OXC7003	MLST	tkt	3
OXC7003	MLST	glyA	15
OXC7003	MLST	uncA	12
OXC7003	MLST	gltA	2
OXC7000	MLST	aspA	2
OXC7000	MLST	glnA	1
OXC7000	MLST	pgm	2
OXC7000	MLST	tkt	1
OXC7000	MLST	glyA	3
OXC7000	MLST	uncA	5
OXC7000	MLST	gltA	1
OXC7001	MLST	aspA	7
OXC7001	MLST	glnA	17
OXC7001	MLST	pgm	23
OXC7001	MLST	tkt	3
OXC7001	MLST	glyA	15
OXC7001	MLST	uncA	12
OXC7001	MLST	gltA	2
OXC7008	MLST	aspA	24
OXC7008	MLST	glnA	21
OXC7008	MLST	pgm	89
OXC7008	MLST	tkt	59
OXC7008	MLST	glyA	2
OXC7008	MLST	uncA	6
OXC7008	MLST	gltA	2
OXC7009	MLST	aspA	6
OXC7009	MLST	glnA	4
OXC7009	MLST	pgm	2
OXC7009	MLST	tkt	1
OXC7009	MLST	glyA	2
OXC7009	MLST	uncA	5
OXC7009	MLST	gltA	5
CI_4383	MLST	aspA	1
CI_4383	MLST	glnA	1
CI_4383	MLST	pgm	225
CI_4383	MLST	tkt	3
CI_4383	MLST	glyA	2
CI_4383	MLST	uncA	17
CI_4383	MLST	gltA	2
07_0675	MLST	aspA	10
07_0675	MLST	glnA	1
07_0675	MLST	pgm	10
07_0675	MLST	tkt	5
07_0675	MLST	glyA	19
07_0675	MLST	uncA	7
07_0675	MLST	gltA	59
UCT047_R	MLST	aspA	
UCT047_R	MLST	glnA	
UCT047_R	MLST	pgm	
UCT047_R	MLST	tkt	
UCT047_R	MLST	glyA	
UCT047_R	MLST	uncA	
UCT047_R	MLST	gltA	
OXC5358	MLST	aspA	2
OXC5358	MLST	glnA	4
OXC5358	MLST	pgm	7
OXC5358	MLST	tkt	1
OXC5358	MLST	glyA	2
OXC5358	MLST	uncA	5
OXC5358	MLST	gltA	1
OXC7488	MLST	aspA	2
OXC7488	MLST	glnA	1
OXC7488	MLST	pgm	2
OXC7488	MLST	tkt	1
OXC7488	MLST	glyA	3
OXC7488	MLST	uncA	5
OXC7488	MLST	gltA	12
08_1714	MLST	aspA	2
08_1714	MLST	glnA	1
08_1714	MLST	pgm	2
08_1714	MLST	tkt	1
08_1714	MLST	glyA	3
08_1714	MLST	uncA	5
08_1714	MLST	gltA	2
08_1711	MLST	aspA	9
08_1711	MLST	glnA	2
08_1711	MLST	pgm	4
08_1711	MLST	tkt	5
08_1711	MLST	glyA	62
08_1711	MLST	uncA	17
08_1711	MLST	gltA	4
OXC5350	MLST	aspA	2
OXC5350	MLST	glnA	1
OXC5350	MLST	pgm	2
OXC5350	MLST	tkt	1
OXC5350	MLST	glyA	3
OXC5350	MLST	uncA	5
OXC5350	MLST	gltA	1
CI_1117	MLST	aspA	4
CI_1117	MLST	glnA	7
CI_1117	MLST	pgm	1
CI_1117	MLST	tkt	7
CI_1117	MLST	glyA	4
CI_1117	MLST	uncA	1
CI_1117	MLST	gltA	10
OXC5353	MLST	aspA	33
OXC5353	MLST	glnA	39
OXC5353	MLST	pgm	530
OXC5353	MLST	tkt	43
OXC5353	MLST	glyA	79
OXC5353	MLST	uncA	17
OXC5353	MLST	gltA	30
OXC7486	MLST	aspA	2
OXC7486	MLST	glnA	4
OXC7486	MLST	pgm	7
OXC7486	MLST	tkt	1
OXC7486	MLST	glyA	2
OXC7486	MLST	uncA	5
OXC7486	MLST	gltA	1
OXC5355	MLST	aspA	7
OXC5355	MLST	glnA	17
OXC5355	MLST	pgm	11
OXC5355	MLST	tkt	3
OXC5355	MLST	glyA	10
OXC5355	MLST	uncA	6
OXC5355	MLST	gltA	5
OXC7484	MLST	aspA	4
OXC7484	MLST	glnA	7
OXC7484	MLST	pgm	1
OXC7484	MLST	tkt	7
OXC7484	MLST	glyA	4
OXC7484	MLST	uncA	1
OXC7484	MLST	gltA	10
OXC7485	MLST	aspA	7
OXC7485	MLST	glnA	2
OXC7485	MLST	pgm	10
OXC7485	MLST	tkt	3
OXC7485	MLST	glyA	2
OXC7485	MLST	uncA	6
OXC7485	MLST	gltA	5
OXC7262	MLST	aspA	2
OXC7262	MLST	glnA	4
OXC7262	MLST	pgm	7
OXC7262	MLST	tkt	1
OXC7262	MLST	glyA	2
OXC7262	MLST	uncA	5
OXC7262	MLST	gltA	1
OXC7263	MLST	aspA	7
OXC7263	MLST	glnA	2
OXC7263	MLST	pgm	10
OXC7263	MLST	tkt	3
OXC7263	MLST	glyA	2
OXC7263	MLST	uncA	6
OXC7263	MLST	gltA	5
OXC7260	MLST	aspA	2
OXC7260	MLST	glnA	1
OXC7260	MLST	pgm	2
OXC7260	MLST	tkt	1
OXC7260	MLST	glyA	3
OXC7260	MLST	uncA	5
OXC7260	MLST	gltA	12
OXC7261	MLST	aspA	2
OXC7261	MLST	glnA	4
OXC7261	MLST	pgm	19
OXC7261	MLST	tkt	3
OXC7261	MLST	glyA	4
OXC7261	MLST	uncA	6
OXC7261	MLST	gltA	2
OXC7266	MLST	aspA	10
OXC7266	MLST	glnA	27
OXC7266	MLST	pgm	6
OXC7266	MLST	tkt	18
OXC7266	MLST	glyA	19
OXC7266	MLST	uncA	7
OXC7266	MLST	gltA	43
OXC7267	MLST	aspA	4
OXC7267	MLST	glnA	7
OXC7267	MLST	pgm	1
OXC7267	MLST	tkt	7
OXC7267	MLST	glyA	4
OXC7267	MLST	uncA	1
OXC7267	MLST	gltA	10
OXC7264	MLST	aspA	2
OXC7264	MLST	glnA	1
OXC7264	MLST	pgm	2
OXC7264	MLST	tkt	1
OXC7264	MLST	glyA	3
OXC7264	MLST	uncA	5
OXC7264	MLST	gltA	12
OXC7265	MLST	aspA	1
OXC7265	MLST	glnA	2
OXC7265	MLST	pgm	5
OXC7265	MLST	tkt	9
OXC7265	MLST	glyA	4
OXC7265	MLST	uncA	3
OXC7265	MLST	gltA	3
OXC7268	MLST	aspA	9
OXC7268	MLST	glnA	2
OXC7268	MLST	pgm	4
OXC7268	MLST	tkt	5
OXC7268	MLST	glyA	62
OXC7268	MLST	uncA	6
OXC7268	MLST	gltA	4
OXC7269	MLST	aspA	2
OXC7269	MLST	glnA	4
OXC7269	MLST	pgm	7
OXC7269	MLST	tkt	1
OXC7269	MLST	glyA	2
OXC7269	MLST	uncA	5
OXC7269	MLST	gltA	1
OXC7466	MLST	aspA	2
OXC7466	MLST	glnA	10
OXC7466	MLST	pgm	19
OXC7466	MLST	tkt	3
OXC7466	MLST	glyA	4
OXC7466	MLST	uncA	6
OXC7466	MLST	gltA	2
OXC7464	MLST	aspA	2
OXC7464	MLST	glnA	1
OXC7464	MLST	pgm	2
OXC7464	MLST	tkt	1
OXC7464	MLST	glyA	3
OXC7464	MLST	uncA	5
OXC7464	MLST	gltA	1
OXC7465	MLST	aspA	2
OXC7465	MLST	glnA	4
OXC7465	MLST	pgm	7
OXC7465	MLST	tkt	1
OXC7465	MLST	glyA	2
OXC7465	MLST	uncA	5
OXC7465	MLST	gltA	1
OXC6999	MLST	aspA	9
OXC6999	MLST	glnA	2
OXC6999	MLST	pgm	4
OXC6999	MLST	tkt	5
OXC6999	MLST	glyA	62
OXC6999	MLST	uncA	6
OXC6999	MLST	gltA	4
OXC6998	MLST	aspA	2
OXC6998	MLST	glnA	1
OXC6998	MLST	pgm	2
OXC6998	MLST	tkt	1
OXC6998	MLST	glyA	3
OXC6998	MLST	uncA	5
OXC6998	MLST	gltA	1
OXC7461	MLST	aspA	2
OXC7461	MLST	glnA	4
OXC7461	MLST	pgm	7
OXC7461	MLST	tkt	1
OXC7461	MLST	glyA	2
OXC7461	MLST	uncA	5
OXC7461	MLST	gltA	1
OXC7462	MLST	aspA	2
OXC7462	MLST	glnA	10
OXC7462	MLST	pgm	19
OXC7462	MLST	tkt	3
OXC7462	MLST	glyA	4
OXC7462	MLST	uncA	6
OXC7462	MLST	gltA	2
CI_0609	MLST	aspA	4
CI_0609	MLST	glnA	7
CI_0609	MLST	pgm	42
CI_0609	MLST	tkt	7
CI_0609	MLST	glyA	4
CI_0609	MLST	uncA	1
CI_0609	MLST	gltA	10
OXC6993	MLST	aspA	24
OXC6993	MLST	glnA	2
OXC6993	MLST	pgm	10
OXC6993	MLST	tkt	3
OXC6993	MLST	glyA	2
OXC6993	MLST	uncA	3
OXC6993	MLST	gltA	2
OXC6992	MLST	aspA	2
OXC6992	MLST	glnA	4
OXC6992	MLST	pgm	7
OXC6992	MLST	tkt	1
OXC6992	MLST	glyA	2
OXC6992	MLST	uncA	5
OXC6992	MLST	gltA	1
OXC6991	MLST	aspA	8
OXC6991	MLST	glnA	10
OXC6991	MLST	pgm	11
OXC6991	MLST	tkt	12
OXC6991	MLST	glyA	2
OXC6991	MLST	uncA	6
OXC6991	MLST	gltA	5
Dg145	MLST	aspA	4
Dg145	MLST	glnA	7
Dg145	MLST	pgm	1
Dg145	MLST	tkt	7
Dg145	MLST	glyA	4
Dg145	MLST	uncA	1
Dg145	MLST	gltA	10
OXC6996	MLST	aspA	33
OXC6996	MLST	glnA	39
OXC6996	MLST	pgm	104
OXC6996	MLST	tkt	56
OXC6996	MLST	glyA	82
OXC6996	MLST	uncA	17
OXC6996	MLST	gltA	30
OXC6995	MLST	aspA	2
OXC6995	MLST	glnA	4
OXC6995	MLST	pgm	7
OXC6995	MLST	tkt	1
OXC6995	MLST	glyA	2
OXC6995	MLST	uncA	5
OXC6995	MLST	gltA	1
OXC6994	MLST	aspA	2
OXC6994	MLST	glnA	1
OXC6994	MLST	pgm	2
OXC6994	MLST	tkt	1
OXC6994	MLST	glyA	3
OXC6994	MLST	uncA	5
OXC6994	MLST	gltA	12
CAMSA3786	MLST	aspA	2
CAMSA3786	MLST	glnA	1
CAMSA3786	MLST	pgm	2
